,Store Number,City,2015 Sales,2015 Sales_mean,County_Number,Price_per_Liter_mean,Zip_Code,2015_Volume_Sold_(Liters),2015_Volume_Sold_(Liters)_mean,2015_Margin_mean,2015_Sales_Q1,2016_Sales_Q1
862,4718,WEST DES MOINES,391.5,14.5,5152.86,190.846666667,77,15.7647266314,63.7844444444,50266,1449.48,1406.16
863,4719,WEST DES MOINES,279.0,9.96428571429,4179.72,149.275714286,77,15.5719727891,49.8685714286,50265,1317.0,889.5
864,4720,CHARITON,259.5,9.98076923077,4291.02,165.039230769,59,16.9467948718,55.0292307692,50049,753.12,1485.0
865,4721,BURLINGTON,190.5,11.90625,3151.2,196.95,29,18.0372619048,65.6775,52601,696.24,579.6
866,4722,BURLINGTON,243.0,12.15,4086.72,204.336,29,19.9503809524,68.139,56201,570.84,1016.29
867,4723,CEDAR FALLS,105.0,11.6666666667,1405.32,156.146666667,7,14.4893121693,52.4133333333,50613,327.72,618.6
868,4724,NEWTON,88.5,11.0625,975.9,121.9875,50,11.9945238095,41.355,50208,162.0,2343.12
869,4725,ANKENY,622.3,5.87075471698,8589.38,81.0318867925,77,17.0828751123,27.0709433962,50023,2220.88,875.16
870,4726,ANKENY,363.0,9.81081081081,4833.96,130.647567568,77,14.0541570142,43.7124324324,50021,786.78,249.12
871,4727,ANKENY,202.5,9.64285714286,2875.5,136.928571429,77,15.9369614512,45.8685714286,50021,791.7,3691.45
872,4728,IOWA CITY,157.0,7.85,2763.77,138.1885,52,17.764952381,46.1015,52240,684.06,1111.8
873,4730,JOHNSTON,225.0,9.0,3304.86,132.1944,77,16.2979047619,44.2728,50131,609.78,1131.54
874,4731,CLIVE,288.0,9.29032258065,4532.22,146.200645161,77,16.760921659,48.7470967742,50325,1326.84,3849.3
875,4733,URBANDALE,436.2,10.905,5596.2,139.905,77,13.9730595238,46.662,50322,800.34,892.6
876,4734,URBANDALE,687.0,11.6440677966,8452.14,143.256610169,77,13.3708474576,47.8830508475,50322,2611.92,622.32
877,4735,OTTUMWA,213.0,10.65,3443.04,172.152,90,18.5959047619,57.408,52501,433.02,666.78
878,4736,MARION,185.25,9.2625,2301.84,115.092,57,14.5001904762,38.445,52302,868.68,582.3
879,4738,COUNCIL BLUFFS,294.0,10.1379310345,3863.52,133.224827586,78,16.7155377668,44.4393103448,51501,1416.14,3532.34
880,4739,COUNCIL BLUFFS,94.5,9.45,1815.0,181.5,78,19.6299047619,60.618,51503,598.56,162.0
881,4740,COUNCIL BLUFFS,270.0,10.0,3951.24,146.342222222,78,15.0474074074,48.8266666667,51501,469.68,474.0
882,4741,COUNCIL BLUFFS,361.5,10.3285714286,5104.86,145.853142857,78,15.1088435374,48.7765714286,51503,534.3,1255.98
883,4742,COUNCIL BLUFFS,992.85,10.3421875,11912.01,124.0834375,78,13.0601190476,41.5465625,51501,4452.48,1947.75
884,4743,COUNCIL BLUFFS,2331.09,10.9957075472,24399.21,115.090613208,78,12.7038473247,38.5352358491,51503,6378.18,509.1
885,4744,CEDAR RAPIDS,419.5,10.2317073171,5265.25,128.420731707,57,15.1275493612,42.9153658537,52402,1123.5,2503.02
886,4745,CEDAR RAPIDS,307.5,10.9821428571,4515.9,161.282142857,57,16.7988435374,53.9421428571,52404,1016.88,3184.28
887,4747,DAVENPORT,274.5,10.1666666667,3944.88,146.106666667,82,15.352345679,48.8681481481,52803,1133.76,406.66
888,4748,DAVENPORT,135.6,9.68571428571,1878.9,134.207142857,82,14.9533673469,44.9528571429,52807,232.56,30.6
889,4749,DAVENPORT,231.95,8.59074074074,3620.63,134.097407407,82,17.3146208113,44.8392592593,52804,1015.44,636.59
890,4750,DAVENPORT,157.8,10.52,2187.18,145.812,82,14.9416084656,48.956,52807,161.64,718.48
891,4751,DAVENPORT,97.5,9.75,1419.9,141.99,82,15.139047619,47.358,52806,606.9,1143.54
892,4752,BURLINGTON,1210.12,8.96385185185,22987.63,170.278740741,29,22.4019973545,56.7924444444,52655,4658.28,515.64
893,4753,ADAIR,110.85,8.52692307692,1475.1,113.469230769,1,16.4956043956,37.8415384615,50002,647.52,1104.84
894,4754,WAVERLY,84.0,9.33333333333,1891.98,210.22,9,22.9576719577,70.0866666667,50677,531.0,1406.38
895,4756,MARSHALLTOWN,151.8,9.4875,1742.1,108.88125,64,15.6299479167,36.30375,50158,167.88,1402.77
896,4757,BONDURANT,677.19,2.16354632588,9664.23,30.8761341853,77,17.4808326272,10.3069968051,50035,1350.09,514.82
897,4760,WATERLOO,133.5,9.53571428571,2100.12,150.008571429,7,16.1715646259,50.1257142857,50701,664.38,161.49
898,4762,FORT ATKINSON,854.85,6.78452380952,10972.11,87.0802380952,96,13.1546078987,29.0523015873,52144,2347.51,303.18
899,4764,FORT DODGE,1466.51,5.88959839357,23433.33,94.1097590361,94,19.7486966412,31.4000803213,50501,3496.43,977.76
900,4765,DUBUQUE,164.98,4.85235294118,2188.43,64.3655882353,31,17.8003474581,21.4744117647,52001,665.21,532.02
901,4766,DUBUQUE,50.99,3.186875,1442.06,90.12875,31,30.2956473214,30.059375,52003,289.51,1101.72
902,4767,ANKENY,306.89,4.14716216216,3953.82,53.43,77,17.4581276904,17.8321621622,50023,982.99,345.66
903,4768,URBANDALE,223.2,5.58,3180.36,79.509,77,16.6483452381,26.5795,50322,784.5,2840.1
904,4769,ELMA,542.95,13.57375,7437.02,185.9255,45,16.006452381,62.04775,50628,2360.04,242.24
905,4770,HUDSON,321.0,12.3461538462,4225.74,162.528461538,7,15.2569047619,54.5838461538,50643,624.6,1429.01
906,4771,CEDAR RAPIDS,359.23,4.72671052632,5812.19,76.4761842105,57,20.1700489255,25.5228947368,52402,1228.67,851.28
907,4773,WEST DES MOINES,311.45,1.69266304348,4555.44,24.757826087,77,17.7484652869,8.26826086957,50265,957.94,69.06
908,4774,ESTHERVILLE,344.5,9.31081081081,3801.87,102.753243243,32,15.6568597169,34.5151351351,51334,1107.8,459.03
909,4775,DAKOTA CITY,200.1,11.7705882353,1972.92,116.054117647,46,14.1529411765,38.7423529412,50529,174.24,124.2
910,4777,PAULLINA,394.7,13.1566666667,3893.47,129.782333333,71,13.8714603175,43.6783333333,51046,1225.11,416.4
911,4779,MOUNT AYR,100.5,14.3571428571,1670.34,238.62,80,18.4016326531,79.5685714286,50854,323.28,5877.69
912,4780,BRITT,259.5,12.975,2624.28,131.214,41,12.477047619,43.905,50423,353.28,2734.56
913,4781,EARLY,204.9,7.88076923077,2447.58,94.1376923077,81,13.9728754579,31.5807692308,50535,346.08,698.1
914,4782,LAMONI,231.45,6.80735294118,2759.88,81.1729411765,27,15.5758823529,27.1923529412,50140,83.1,575.4
915,4783,EMMETSBURG,244.5,8.73214285714,4182.0,149.357142857,74,17.7898639456,49.8257142857,50536,693.78,1680.78
916,4785,AVOCA,271.8,9.70714285714,4011.96,143.284285714,78,16.434047619,48.09,51521,935.58,1111.92
917,4786,WINTERSET,142.12,6.17913043478,2191.4,95.2782608696,61,22.0144099379,31.8026086957,50273,591.68,947.28
918,4787,SWISHER,353.25,7.065,4842.67,96.8534,52,16.7774285714,32.3686,52338,1698.42,2649.9
919,4788,CEDAR RAPIDS,303.75,10.8482142857,3784.86,135.173571429,57,14.1755102041,45.0782142857,52405,716.04,4505.28
920,4789,BUSSEY,207.0,13.8,1826.94,121.796,63,10.3057460317,40.668,50044,549.36,2478.6
921,4790,MEDIAPOLIS,98.95,3.19193548387,1528.33,49.3009677419,29,20.6846661007,16.48,52405,186.18,1084.62
922,4791,SIOUX CITY,147.0,9.1875,2668.26,166.76625,97,18.3278571429,55.605,51106,954.9,3279.92
923,4792,DE SOTO,152.1,10.8642857143,1806.12,129.008571429,25,13.5011564626,43.1485714286,50069,94.2,2770.57
924,4794,BURLINGTON,2399.52,3.85155698234,42047.61,67.4921508828,29,20.3326050698,22.5184269663,52601,12055.44,3396.6
925,4795,DES MOINES,850.5,14.4152542373,11174.28,189.394576271,77,15.0932041969,63.6589830508,50317,2272.86,2296.62
926,4796,DES MOINES,178.5,10.5,2723.22,160.189411765,77,15.9872268908,53.4070588235,50321,184.8,1878.47
927,4797,DES MOINES,474.0,12.1538461538,6645.9,170.407692308,77,15.5013919414,56.9030769231,50316,2206.32,1694.93
928,4798,DES MOINES,259.5,11.7954545455,4334.52,197.023636364,77,17.901038961,65.9181818182,50320,708.72,193.14
929,4799,DES MOINES,207.75,8.31,2620.35,104.814,77,13.6806095238,35.058,50317,1232.82,2488.95
930,4800,DES MOINES,299.25,11.97,3408.78,136.3512,77,13.964647619,45.528,50320,831.0,4114.21
931,4801,DES MOINES,802.5,10.4220779221,9994.05,129.792857143,77,14.3514471243,43.2905194805,50311,2671.8,2129.09
932,4802,DES MOINES,1294.5,11.6621621622,17806.98,160.423243243,77,16.2253110253,53.5863063063,50310,3625.74,915.08
933,4803,DES MOINES,762.0,10.7323943662,11577.42,163.062253521,77,16.4905700872,54.4411267606,50313,3059.82,849.21
934,4804,DES MOINES,787.5,12.3046875,9908.82,154.8253125,77,14.9393452381,51.695625,50312,1724.28,2247.54
935,4805,FORT DODGE,963.73,5.50702857143,14307.2,81.7554285714,94,18.6314841031,27.2952,50501,3705.17,641.28
936,4806,WEST LIBERTY,572.0,8.05633802817,10268.38,144.625070423,70,19.860952381,48.2656338028,52776,1812.64,2229.96
937,4807,WILLIAMSBURG,1971.5,12.1697530864,22577.95,139.370061728,48,13.4697736626,46.7094444444,52361,4899.2,3079.32
938,4808,COUNCIL BLUFFS,428.35,7.38534482759,5789.92,99.8262068966,78,15.1819868637,33.2965517241,51501,1155.66,210340.17
939,4810,ANKENY,617.67,5.9967961165,9260.7,89.9097087379,77,17.6357665181,30.0540776699,50021,2544.77,715.94
940,4811,LOVILIA,48.15,4.37727272727,812.44,73.8581818182,68,18.6603463203,24.6363636364,50150,157.06,1511.34
941,4813,GRAND MOUND,244.33,4.98632653061,2814.35,57.4357142857,23,17.582957905,19.2818367347,52751,337.2,2564.85
942,4817,KNOXVILLE,342.3,6.846,4062.5,81.25,63,17.1557987602,27.241,50138,814.85,332.04
943,4818,DECORAH,835.57,9.0822826087,11589.1,125.968478261,96,16.7255111284,42.0505434783,52101,3727.86,7967.81
944,4819,ALTOONA,913.27,3.09583050847,12318.8,41.7586440678,77,19.9493876754,13.9537966102,50009,3081.08,846.64
945,4820,INWOOD,594.3,3.90986842105,7276.27,47.8701973684,60,15.670718985,16.0044078947,51240,1748.26,2824.02
946,4821,OSKALOOSA,254.7,11.0739130435,2919.18,126.920869565,62,12.7548861284,42.3508695652,52577,997.08,139.1
947,4823,CRESTON,185.25,5.00675675676,2267.58,61.2859459459,88,16.9252923168,20.44,50801,607.39,143.63
948,4824,CRESTON,256.7,7.55,3972.64,116.842352941,88,19.4438935574,39.0429411765,50801,1034.39,2709.2
949,4825,OSCEOLA,329.0,6.71428571429,4921.42,100.437142857,20,16.7065111759,33.6269387755,50213,1557.16,596.94
950,4827,IOWA CITY,1216.2,8.74964028777,19911.91,143.251151079,52,21.8989893799,47.8320863309,52240,4041.78,2464.39
951,4828,MARSHALLTOWN,357.6,14.9,4887.9,203.6625,64,16.4216269841,67.9175,50158,991.32,565.0
952,4829,DES MOINES,50792.74,27.6648910675,878812.7,478.656154684,77,21.4497825241,159.693349673,50314,203842.07,5641.92
953,4831,BOONE,191.8,4.91794871795,2224.13,57.028974359,8,18.9837240537,19.1048717949,50036,321.81,584.98
954,4836,IOWA CITY,575.03,7.37217948718,7815.83,100.202948718,52,17.1833651455,33.4362820513,52240,2441.55,779.73
955,4837,IOWA CITY,652.52,7.86168674699,8566.72,103.213493976,52,15.6218516925,34.4693975904,52240,1614.21,351.18
956,4838,OGDEN,101.4,7.8,1443.15,111.011538462,8,17.3501098901,37.0292307692,50212,219.12,2602.8
957,4839,Northwood,1134.08,10.8007619048,12309.75,117.235714286,98,14.4857245495,39.255047619,50459,2801.3,422.24
958,4840,WATERLOO,400.45,3.96485148515,7856.09,77.7830693069,7,22.8315787613,25.9455445545,50707,1861.75,258.54
959,4841,DAVENPORT,219.75,5.63461538462,3708.76,95.0964102564,82,20.2144810745,31.7133333333,52804,687.12,1018.84
960,4843,MUSCATINE,92.38,2.49675675676,1737.77,46.9667567568,70,23.8656660232,15.6645945946,52761,180.83,1836.25
961,4844,IOWA CITY,127.55,2.77282608696,2137.9,46.4760869565,52,20.1347831043,15.5310869565,52240,561.54,1425.36
962,4845,CEDAR RAPIDS,406.45,8.29489795918,5881.79,120.036530612,57,23.0246933059,40.0359183673,52401,1072.61,4146.66
963,4846,ONAWA,201.6,7.2,3138.69,112.096071429,67,16.4633843537,37.3989285714,51040,1122.78,2685.36
964,4847,LECLAIRE,1258.43,5.54374449339,15528.35,68.4068281938,82,17.4696575085,22.887092511,52753,4775.9,2418.8
965,4848,WINTERSET,315.55,4.38263888889,4753.04,66.0144444444,61,18.0219053801,22.09375,50273,1169.96,872.57
966,4849,DES MOINES,249.0,12.45,9997.34,499.867,77,41.1976666667,166.64,50314,1474.32,1430.29
967,4852,CEDAR RAPIDS,181.03,8.22863636364,2630.45,119.565909091,57,16.5520414673,39.8681818182,52404,501.18,255.42
968,4853,JOHNSTON,182.05,4.1375,2658.89,60.4293181818,77,17.5984862876,20.3243181818,50131,381.91,1049.21
969,4854,ARMSTRONG,195.0,13.9285714286,2116.44,151.174285714,32,13.5212244898,50.4214285714,50514,723.72,2157.7
970,4855,STRAWBERRY POINT,87.0,21.75,1038.36,259.59,22,15.7895238095,88.11,52076,358.32,3622.26
971,4856,LISBON,740.6,6.73272727273,8916.77,81.0615454545,57,14.9997857143,27.2398181818,52253,1931.43,5166.99
972,4857,WEST BURLINGTON,141.1,3.61794871795,2561.83,65.6879487179,29,23.8080180723,21.9069230769,52655,1008.36,1496.49
973,4858,WEST BURLINGTON,43.15,2.39722222222,711.53,39.5294444444,29,19.1330092593,13.2216666667,52655,134.7,9289.53
974,4859,BURLINGTON,263.5,7.31944444444,4126.95,114.6375,29,18.1625,38.2369444444,52601,1750.66,498.51
975,4860,CEDAR RAPIDS,890.65,4.7375,21244.52,113.002765957,57,25.0973780528,37.6912234043,52404,1915.39,1144.32
976,4861,CEDAR RAPIDS,421.46,4.3006122449,5796.19,59.1447959184,57,18.7606743275,19.7459183673,52404,1297.59,815.07
977,4862,KINGSLEY,375.75,9.88815789474,4294.86,113.022631579,75,13.5613784461,37.8652631579,51028,1355.64,1121.34
978,4864,CLINTON,1113.97,8.63542635659,17360.31,134.576046512,23,17.5642168321,44.8815503876,52733,5004.45,1190.15
979,4866,COUNCIL BLUFFS,734.9,2.99959183673,11120.2,45.3885714286,78,19.3732606195,15.1571428571,51501,2444.94,554.22
980,4867,COUNCIL BLUFFS,523.58,8.72633333333,6364.7,106.078333333,78,14.6520460993,35.3831666667,51501,2205.12,921.76
981,4868,WAUKEE,424.52,6.84709677419,5807.01,93.6614516129,25,16.0856394009,31.2835483871,50263,1469.4,274.11
982,4869,GUTTENBERG,811.1,5.26688311688,12800.22,83.1183116883,22,19.5430024737,27.7383766234,52052,3453.69,4967.5
983,4872,EARLHAM,272.97,8.5303125,2854.65,89.2078125,61,16.3654240277,29.7946875,50072,1131.87,2823.56
984,4873,GRANGER,326.36,7.25244444444,3770.35,83.7855555556,25,15.1952169312,27.9451111111,50109,1372.96,942.0
985,4874,MOUNT PLEASANT,525.9,1.91236363636,7252.7,26.3734545455,44,18.9921562572,8.80901818182,52641,1654.54,3987.14
986,4876,HIAWATHA,1034.95,8.99956521739,16571.42,144.099304348,57,15.611931677,48.0623478261,52233,6892.62,883.47
987,4877,CLIVE,1429.3,7.81038251366,27126.19,148.230546448,77,23.2085662243,49.4523497268,50325,7322.59,5723.36
988,4878,PRIMGHAR,580.85,6.45388888889,8596.51,95.5167777778,71,17.2607936508,31.9343333333,51245,1207.16,2637.58
989,4879,SIOUX CITY,2029.03,9.13977477477,28214.6,127.092792793,97,18.3381784824,42.4377927928,51106,5199.24,1162.96
990,4880,ANITA,116.1,10.5545454545,1202.34,109.303636364,15,15.28995671,36.4636363636,50020,171.6,6179.35
991,4881,COON RAPIDS,556.95,6.55235294118,6899.61,81.1718823529,14,16.040022409,27.2008235294,50058,2194.13,1702.88
992,4882,ST CHARLES,217.8,10.3714285714,2397.16,114.15047619,61,13.1393197279,38.4257142857,50240,1168.32,2287.78
993,4883,SIGOURNEY,319.49,3.5897752809,3577.9,40.2011235955,54,14.7417576244,13.4492134831,52591,571.81,1091.66
994,4884,SIOUX CITY,319.25,9.38970588235,3927.86,115.525294118,97,17.9396498599,38.5332352941,51106,547.08,769.29
995,4885,ZWINGLE,372.74,9.3185,4598.41,114.96025,49,17.3055616367,38.46575,52079,1263.88,1616.06
996,4887,WEST DES MOINES,232.9,8.31785714286,3571.51,127.553928571,77,16.3612585034,42.5335714286,50266,903.55,623.48
997,4888,SERGEANT BLUFF,582.27,4.12957446809,10512.23,74.554822695,97,20.5718971631,24.8692198582,51054,2029.41,1916.99
998,4890,URBANDALE,200.3,6.46129032258,2874.02,92.7103225806,77,16.2792319508,31.0503225806,50323,992.64,3096.92
999,4891,SIBLEY,1423.05,7.01009852217,19374.02,95.4385221675,72,17.0029858513,31.9245320197,51249,5302.66,270.65
1000,4892,DAVENPORT,769.36,2.80788321168,13617.19,49.6977737226,82,21.7772308732,16.5813138686,52802,3957.7,974.5
1001,4893,WEST DES MOINES,418.35,6.33863636364,5457.69,82.6922727273,77,15.3267388167,27.6036363636,50265,1416.45,2690.5
1002,4895,CEDAR RAPIDS,564.91,4.12343065693,10318.85,75.3200729927,57,23.7201773137,25.1416058394,52402,2086.32,221.45
1003,4896,HARPERS FERRY,222.86,5.18279069767,3221.71,74.9234883721,3,18.2253068718,25.1220930233,52146,60.12,663.83
1004,4897,BURLINGTON,1321.75,7.82100591716,22729.56,134.49443787,29,19.7099380107,44.8880473373,52601,3934.74,1037.91
1005,4898,BURLINGTON,356.1,4.94583333333,7751.86,107.664722222,29,25.0535648148,35.91,52601,2246.45,1064.08
1006,4899,GRAETTINGER,454.75,5.90584415584,5277.36,68.5371428571,74,14.538961039,22.8787012987,51342,982.62,558.24
1007,4900,WATERLOO,801.63,4.13211340206,14796.63,76.2712886598,7,21.1774963786,25.4455154639,50703,3186.4,1387.8
1008,4901,POLK CITY,1716.0,11.44,20201.87,134.679133333,77,15.0877714286,45.2297333333,50226,4730.81,958.32
1009,4902,WATERLOO,570.93,4.75775,10655.42,88.7951666667,7,21.2972152523,29.6186666667,50703,1582.45,429.54
1010,4904,LARCHWOOD,620.55,4.49673913043,6719.35,48.690942029,60,15.7907067488,16.2941304348,51241,1625.67,763.95
1011,4905,ROCKWELL CITY,325.62,5.16857142857,2906.29,46.1315873016,13,10.1752324263,15.4141269841,50579,456.41,511.56
1012,4907,CEDAR FALLS,630.28,6.56541666667,7768.07,80.9173958333,7,16.7636568094,27.0305208333,50613,2413.94,526.98
1013,4908,ELKADER,549.63,6.78555555556,5887.23,72.6818518519,22,16.4066805904,24.8698765432,52043,1438.6,2259.59
1014,4909,ROCK VALLEY,754.9,9.93289473684,9541.14,125.541315789,84,15.1816353383,41.9882894737,51247,1514.85,285.88
1015,4910,WATERLOO,708.82,6.16365217391,13091.73,113.841130435,7,21.3198498965,37.995826087,50702,4747.89,976.56
1016,4911,PRINCETON,221.29,6.50852941176,2199.21,64.6826470588,82,14.7675770308,21.5691176471,52768,313.78,2543.4
1017,4912,ELDRIDGE,219.9,7.33,3134.61,104.487,82,17.2783809524,35.047,52748,296.32,860.16
1018,4914,CEDAR FALLS,755.55,8.2125,9152.07,99.4790217391,7,14.4354244306,33.2291304348,50613,1619.94,523.08
1019,4915,BETTENDORF,84.31,4.95941176471,1359.54,79.9729411765,82,18.4701625976,26.6958823529,52722,257.04,691.03
1020,4917,PERRY,200.09,4.5475,2218.52,50.4209090909,25,15.3011078823,16.8475,50220,622.3,2697.72
1021,4919,ALTOONA,285.51,7.51342105263,3954.84,104.074736842,77,16.317587586,34.8163157895,50009,587.89,1279.5
1022,4921,CEDAR RAPIDS,316.46,4.58637681159,4792.44,69.4556521739,57,19.2927387927,23.1715942029,52404,1189.8,309.11
1023,4923,AURELIA,139.5,15.5,1502.82,166.98,18,12.0692063492,56.4733333333,51005,79.2,308.88
1024,4924,NASHUA,385.55,6.53474576271,4879.24,82.6989830508,19,16.0970702179,27.6108474576,50658,1213.62,2767.47
1025,4925,URBANDALE,195.86,5.02205128205,2968.25,76.108974359,77,16.4923934222,25.5364102564,50266,413.78,4010.75
1026,4926,DES MOINES,200.0,2.5974025974,4033.2,52.3792207792,77,23.8061750155,17.4681818182,50322,556.72,771.04
1027,4927,WEST DES MOINES,150.6,2.89615384615,2158.74,41.5142307692,77,17.0818276879,13.8830769231,50265,500.31,1900.06
1028,4929,ADEL,45.0,11.25,528.24,132.06,25,12.9866666667,44.04,50003,342.0,2065.23
1029,4930,BOONE,221.2,12.2888888889,2837.16,157.62,8,15.3695238095,52.9966666667,50036,535.68,1641.66
1030,4932,CEDAR FALLS,711.81,8.08875,9197.58,104.517954545,7,15.1874715909,35.0754545455,50613,2308.51,632.34
1031,4933,BURLINGTON,164.7,9.68823529412,2150.76,126.515294118,29,18.1319327731,42.1905882353,52601,977.04,1262.83
1032,4934,SPRINGVILLE,361.5,17.2142857143,3820.14,181.911428571,57,12.4493424036,62.0514285714,52336,701.1,544.2
1033,4935,WATERLOO,1706.66,13.33328125,28466.11,222.391484375,7,24.2074634194,74.24453125,50703,3928.69,2337.93
1034,4937,SHENANDOAH,179.85,10.5794117647,2003.36,117.844705882,73,15.1319327731,39.6582352941,51601,543.12,4032.16
1035,4938,HAZLETON,251.9,9.32962962963,3370.78,124.843703704,10,14.9930335097,41.6318518519,50641,872.8,1038.92
1036,4940,CAMBRIDGE,110.46,2.98540540541,1425.39,38.5240540541,77,15.8076118848,12.9275675676,50046,323.36,6808.53
1037,4941,URBANDALE,482.05,5.67117647059,6832.39,80.3810588235,77,15.3574789916,26.8924705882,50322,1891.17,1702.39
1038,4942,DES MOINES,249.6,8.05161290323,3511.18,113.263870968,77,15.9862365591,37.7825806452,50309,696.6,60.12
1039,4943,ELDON,238.5,7.22727272727,3206.83,97.1766666667,90,15.4986580087,32.4075757576,52554,654.18,22878.49
1040,4944,MARTENSDALE,121.5,7.14705882353,2233.98,131.410588235,91,19.6735014006,43.8247058824,50160,270.72,1690.07
1041,4945,OSAGE,907.22,2.59948424069,12057.11,34.5475931232,66,16.6599101622,11.5350429799,50461,3152.48,5369.7
1042,4947,CEDAR FALLS,1199.06,3.38717514124,17109.81,48.3327966102,7,18.2575367591,16.1433333333,50647,3181.19,1331.76
1043,4948,WHEATLAND,78.12,4.11157894737,894.04,47.0547368421,23,16.6436779449,15.77,52777,324.53,5958.03
1044,4949,DAVENPORT,425.96,6.45393939394,5017.54,76.0233333333,82,16.4201197768,25.4068181818,52802,1180.06,1787.28
1045,4950,CEDAR RAPIDS,306.89,5.57981818182,4532.63,82.4114545455,57,17.2257298965,27.4881818182,52403,1063.04,1502.4
1046,4952,DAVENPORT,465.3,7.62786885246,8550.78,140.176721311,82,21.0132084309,46.7595081967,52804,1639.58,1057.26
1047,4953,LOST NATION,170.27,7.09458333333,2555.05,106.460416667,23,20.4954712302,35.5041666667,52254,806.78,410.88
1048,4956,CEDAR RAPIDS,467.77,5.50317647059,7224.64,84.9957647059,57,20.6676148459,28.3721176471,52405,1591.71,1214.88
1049,4957,WALL LAKE,103.5,10.35,1712.64,171.264,81,17.7476190476,57.312,51466,297.0,188.4
1050,4958,CEDAR FALLS,768.63,3.9016751269,11312.56,57.4241624365,7,18.4214554741,19.2185279188,50613,2239.2,1907.1
1051,4959,CEDAR FALLS,1897.2,10.9664739884,26035.06,150.491676301,7,17.2291038843,50.4776300578,50613,4118.95,5891.12
1052,4960,AMES,493.5,18.9807692308,4769.37,183.437307692,85,14.9165384615,61.1769230769,50010,807.17,318.09
1053,4962,DAVENPORT,2257.15,16.2384892086,34468.97,247.978201439,82,20.7101336074,82.7030215827,52803,5823.46,11623.02
1054,4967,BLUE GRASS,697.83,2.01103746398,8644.12,24.9110086455,82,16.0138642264,8.32541786744,52726,1046.51,419.22
1055,4968,BROOKLYN,87.0,10.875,994.74,124.3425,79,13.3658333333,41.475,52211,55.32,1252.08
1056,4969,CLEAR LAKE,4024.75,8.78766375546,59746.53,130.450938865,17,20.4094115201,43.5851310044,50428,10599.38,2628.1
1057,4970,WEST LIBERTY,478.31,3.18873333333,6050.11,40.3340666667,70,17.7156256341,13.4704666667,52776,1121.65,811.8
1058,4971,PLEASANT HILL,1887.95,20.0845744681,20142.38,214.280638298,77,18.5581724179,72.4365957447,50327,2352.25,64.8
1059,4972,MONONA,450.75,3.91956521739,5796.74,50.4064347826,22,15.1062443064,16.8325217391,52159,809.5,6011.06
1060,4973,WEST UNION,1772.13,9.47663101604,18474.4,98.7935828877,33,14.5229879512,33.276631016,52175,2378.18,4200.34
1061,4974,DES MOINES,272.54,4.95527272727,4640.72,84.3767272727,77,21.2449199134,28.1445454545,50317,835.64,860.54
1062,4978,WATERLOO,571.95,7.83493150685,9250.67,126.721506849,7,19.4375994781,42.364109589,50702,3287.37,2600.1
1063,4979,CEDAR RAPIDS,1262.79,4.50996428571,31883.49,113.869607143,57,23.8985713019,37.96825,52402,6794.03,4683.55
1064,4980,WASHBURN,141.75,11.8125,1864.14,155.345,7,18.5888888889,52.145,50702,252.84,2351.94
1065,4981,TRAER,178.3,12.7357142857,2824.86,201.775714286,86,17.4014285714,67.3014285714,50675,252.84,2563.8
1066,4982,ALTA,143.25,11.0192307692,1731.36,133.181538462,11,12.5223443223,44.4184615385,51002,490.98,1295.94
1067,4984,MUSCATINE,519.62,2.5597044335,7833.09,38.5866502463,70,20.846166878,12.8860591133,52761,2149.08,748.34
1068,4986,FLOYD,1043.62,10.0348076923,15528.97,149.317019231,34,16.6792060681,49.9729807692,50435,5967.09,1570.59
1069,4987,AMES,252.49,2.35971962617,3417.01,31.9346728972,85,16.9957343731,10.6621495327,50010,1298.68,902.55
1070,4988,CEDAR FALLS,2780.32,3.16304891923,49640.33,56.4736405006,7,23.1522559274,18.8893970421,50613,7959.26,1093.07
1071,4989,IOWA CITY,161.8,8.51578947368,1612.36,84.8610526316,52,13.5227568922,28.4257894737,52240,321.28,2930.06
1072,4991,ELKADER,181.35,11.334375,1762.54,110.15875,22,12.5505357143,36.735,52043,446.08,2242.27
1073,4993,KEOKUK,659.25,7.49147727273,9309.45,105.789204545,56,16.1734902597,35.3548863636,52632,2267.28,2416.04
1074,4995,HARLAN,405.05,7.23303571429,4455.28,79.5585714286,83,13.5755367094,26.5421428571,51537,1003.14,6206.88
1075,4996,DUBUQUE,42.0,7.0,756.42,126.07,31,20.4105555556,42.0466666667,52001,157.84,1467.77
1076,4997,DES MOINES,1831.45,11.2358895706,21706.63,133.169509202,77,15.9871487,44.4954601227,50309,5399.17,732.96
1077,4998,LAKE CITY,888.75,9.2578125,9881.33,102.930520833,13,13.0354265873,34.4246875,51449,2333.28,412.56
1078,4999,CLARKSVILLE,186.39,5.8246875,2373.52,74.1725,12,16.7160863095,24.819375,50619,562.27,477.12
1079,5001,INDEPENDENCE,1124.52,4.16488888889,15661.33,58.0049259259,10,18.9515053522,19.3459259259,50644,2457.92,4128.76
1080,5003,DAVENPORT,1384.59,8.5999378882,23966.65,148.861180124,82,24.4056906241,49.6554658385,52804,3376.2,2136.23
1081,5004,IDA GROVE,1290.25,8.77721088435,14350.01,97.6191156463,47,13.1237512148,32.6366666667,51445,3497.01,6417.21
1082,5005,LAURENS,986.87,7.15123188406,9635.34,69.8213043478,76,12.4009256384,23.3802898551,50554,3127.37,1372.56
