,Store Number,City,2015 Sales,2015 Sales_mean,County_Number,Price_per_Liter_mean,Zip_Code,2015_Volume_Sold_(Liters),2015_Volume_Sold_(Liters)_mean,2015_Margin_mean,2015_Sales_Q1,2016_Sales_Q1
1083,5007,DENVER,899.25,9.5664893617,9702.39,103.216914894,9,12.9034549139,34.8003191489,50622,2068.74,4670.17
1084,5009,CORALVILLE,159.0,3.975,4052.89,101.32225,52,31.444,33.80725,52241,796.69,542.76
1085,5010,SAC CITY,743.55,5.85472440945,7581.09,59.6936220472,81,13.1458230221,20.0092913386,50583,1522.5,1821.99
1086,5011,WILLIAMSBURG,285.56,4.75933333333,4606.07,76.7678333333,48,20.5390674603,25.7651666667,52361,1072.35,896.28
1087,5012,PERRY,302.14,3.97552631579,3768.17,49.5811842105,8,22.1513157895,16.6026315789,50220,1448.91,657.3
1088,5013,BETTENDORF,728.75,7.00721153846,8765.72,84.2857692308,82,14.898040293,28.1498076923,52722,2826.17,1890.24
1089,5014,IOWA CITY,199.49,3.69425925926,5370.07,99.4457407407,52,32.3881830269,33.1548148148,52240,808.31,3208.76
1090,5017,LANSING,748.85,6.34618644068,8060.58,68.31,3,13.9482828894,22.8729661017,52151,1257.2,2936.58
1091,5018,DAVENPORT,1201.66,6.19412371134,19538.85,100.715721649,82,21.0281949981,33.5944329897,52802,5013.51,764.02
1092,5022,WEST DES MOINES,428.03,4.97709302326,6545.47,76.1101162791,77,17.8109123843,25.428255814,50265,1184.83,1945.9
1093,5023,CEDAR RAPIDS,114.9,8.83846153846,1525.44,117.341538462,57,14.8184615385,39.1384615385,52404,179.88,1173.36
1094,5024,CEDAR RAPIDS,124.5,8.3,1473.48,98.232,57,12.7622222222,32.808,52404,252.48,99.18
1095,5025,CEDAR RAPIDS,157.5,8.75,2051.52,113.973333333,57,14.04,38.0133333333,52403,397.68,1206.52
1096,5027,SIOUX CITY,544.5,9.72321428571,11906.43,212.614821429,97,30.1691751701,70.9621428571,51101,1718.87,2822.06
1097,5028,STORM LAKE,572.4,9.38360655738,9854.93,161.556229508,11,22.5675117096,53.938852459,50588,1994.04,1519.15
1098,5029,DAVENPORT,1603.14,7.42194444444,30094.57,139.326712963,82,22.8723098545,46.4957407407,52806,6166.71,404.46
1099,5031,RAYMOND,376.57,3.16445378151,6025.64,50.6356302521,7,19.6352286178,16.8861344538,50667,1060.21,11029.8
1100,5034,MASON CITY,1298.87,7.37994318182,19995.27,113.609488636,17,17.2263149351,37.9236931818,50401,3923.51,1295.7
1101,5035,COUNCIL BLUFFS,50.55,5.61666666667,1016.58,112.953333333,78,20.8325925926,37.66,51503,162.0,971.38
1102,5037,JEFFERSON,479.17,3.68592307692,7412.71,57.0208461538,37,19.8963965201,19.0726153846,50129,2293.74,246.75
1103,5039,SOLON,286.5,11.0192307692,3498.42,134.554615385,52,14.8424542125,45.1915384615,52333,1505.16,1701.02
1104,5040,WILTON,140.24,7.38105263158,2133.84,112.307368421,70,16.2387218045,37.4552631579,52778,591.84,377.52
1105,5041,MONTEZUMA,169.5,7.0625,2232.62,93.0258333333,79,17.2084920635,31.1458333333,50171,229.44,646.79
1106,5042,DUBUQUE,570.55,6.20163043478,10852.72,117.964347826,31,22.0867805383,39.3435869565,52001,1823.18,3635.96
1107,5043,WATERLOO,1007.72,6.94979310345,14515.63,100.107793103,7,17.1917487685,33.4252413793,50702,3173.26,705.84
1108,5044,CRESCENT,144.14,6.55181818182,2109.99,95.9086363636,78,18.9989772727,32.1104545455,51526,682.08,576.17
1109,5045,SIOUX CITY,487.5,7.7380952381,6600.6,104.771428571,97,15.9999017385,34.9449206349,51103,1925.02,214.56
1110,5046,KEOKUK,126.0,9.69230769231,1915.08,147.313846154,56,16.2666666667,49.1261538462,52632,769.08,2013.8
1111,5047,CEDAR RAPIDS,36.0,6.0,795.06,132.51,57,26.1126984127,44.18,52402,221.28,4450.02
1112,5048,ROLFE,129.25,6.4625,1566.34,78.317,76,15.8117142857,26.115,50581,335.48,555.18
1113,5050,CARLISLE,2137.0,17.6611570248,23639.01,195.363719008,91,15.8691892956,67.5519008264,50047,7048.32,1999.78
1114,5051,DES MOINES,301.04,3.10350515464,5602.57,57.7584536082,77,22.869167894,19.2658762887,50309,1896.36,1719.36
1115,5052,GREENFIELD,170.85,8.99210526316,2310.3,121.594736842,1,15.6036591479,40.6326315789,50849,594.18,1588.56
1116,5054,MANCHESTER,2966.0,9.32704402516,41078.22,129.176792453,28,17.5182060497,43.1471069182,52087,10543.16,1816.44
1117,5057,DES MOINES,274.47,4.73224137931,4258.48,73.4220689655,77,17.9706909086,24.5106896552,50317,741.57,1244.88
1118,5058,Urbandale,200.85,6.92586206897,3187.54,109.915172414,77,17.3625459496,36.7051724138,50323,695.67,951.05
1119,5059,HUMESTON,227.57,9.48208333333,2418.45,100.76875,93,15.0447767857,33.74125,50123,519.24,9402.12
1120,5060,IOWA CITY,542.1,6.45357142857,7500.54,89.2921428571,52,17.0797278912,29.8098809524,52240,1298.38,81.4
1121,5061,CEDAR RAPIDS,197.1,9.855,2882.76,144.138,57,18.5544285714,48.183,52404,580.44,200.46
1122,5062,MONTROSE,110.4,6.49411764706,1610.61,94.7417647059,56,15.895070028,31.8194117647,52639,291.78,5726.56
1123,5063,WATERLOO,1373.09,11.0733064516,24694.01,199.145241935,7,20.1238095238,66.4085483871,50703,4562.35,881.73
1124,5064,FAIRFAX,254.25,8.475,3293.81,109.793666667,57,14.9723809524,36.6133333333,52228,274.26,64.8
1125,5065,SIOUX CITY,172.67,2.39819444444,2728.39,37.8943055556,97,18.9851435844,12.6570833333,51106,787.86,672.22
1126,5066,DUBUQUE,388.5,13.3965517241,6365.22,219.490344828,31,18.7007553366,73.2165517241,52003,2928.84,1873.83
1127,5067,STORM LAKE,445.61,4.79150537634,8416.48,90.4997849462,11,29.3190182445,30.2725806452,50588,1057.88,430.35
1128,5068,ARNOLDS PARK,1490.19,4.91811881188,21599.25,71.2846534653,30,17.6859375336,23.7784488449,51331,5653.31,880.27
1129,5069,LAKE MILLS,308.62,12.8591666667,3350.21,139.592083333,95,15.8588541667,46.5858333333,50450,1019.13,978.38
1130,5070,WILTON,635.19,2.7981938326,6691.12,29.4762995595,70,14.0576815674,9.85004405286,52778,2259.37,833.09
1131,5071,DURANT,615.77,3.15779487179,7149.19,36.6625128205,16,14.8122741148,12.2555897436,52747,1564.15,988.56
1132,5072,MOUNT PLEASANT,216.0,10.2857142857,2676.94,127.473333333,44,18.0047165533,42.6333333333,52641,393.72,482.82
1133,5073,CEDAR RAPIDS,497.7,11.5744186047,7409.64,172.317209302,57,16.0227464009,57.5162790698,52404,1332.36,1087.62
1134,5075,NEW SHARON,111.75,5.88157894737,1656.08,87.1621052632,62,17.0636842105,29.0636842105,50207,711.86,1665.66
1135,5076,SIOUX CITY,79.55,3.7880952381,1631.04,77.6685714286,97,22.9003174603,25.9004761905,51106,875.05,2907.37
1136,5077,COUNCIL BLUFFS,1861.5,11.7816455696,25290.6,160.067088608,78,14.4980018083,53.4713924051,51501,6004.26,171.93
1137,5078,COUNCIL BLUFFS,62.46,3.47,1104.11,61.3394444444,78,20.8545691154,20.4716666667,51501,594.51,3322.68
1138,5079,DENISON,109.64,5.77052631579,1710.09,90.0047368421,24,16.1003446115,30.0615789474,51442,185.85,2994.37
1139,5080,SPENCER,2314.28,12.9289385475,23506.93,131.323631285,21,16.424131698,43.8282122905,51301,5659.02,52073.64
1140,5081,ATLANTIC,263.84,9.77185185185,3024.42,112.015555556,15,13.4120194004,37.37,50022,564.9,708.24
1141,5082,ATLANTIC,79.19,6.59916666667,1091.43,90.9525,15,14.8174503968,30.335,50022,362.79,1382.64
1142,5083,SIOUX CITY,162.45,6.76875,2564.4,106.85,97,19.1577380952,35.6458333333,51104,74.4,177.48
1143,5086,SIOUX CITY,452.15,8.69519230769,6410.35,123.275961538,97,16.2319413919,41.1717307692,51106,810.6,
1144,5088,HOSPERS,161.14,7.67333333333,2015.45,95.9738095238,84,16.9199036281,32.1447619048,51238,479.16,
1145,5089,MISSOURI VALLEY,216.82,2.40911111111,3198.24,35.536,43,18.9814456902,11.8503333333,51555,884.03,
1146,5090,MUSCATINE,226.69,6.12675675676,3827.79,103.453783784,70,19.7257467994,34.6091891892,52761,2193.89,
1147,5091,MUSCATINE,159.42,2.95222222222,2068.66,38.3085185185,70,18.5221308887,12.852037037,52761,523.82,
1148,5092,WEST DES MOINES,328.09,4.687,5816.74,83.0962857143,77,19.9757482993,27.7352857143,50265,1815.54,
1149,5093,LE CLAIRE,569.42,2.73759615385,8766.54,42.1468269231,82,20.8336027934,14.0679326923,52753,2430.57,
1150,5094,CEDAR RAPIDS,139.72,8.7325,1384.32,86.52,57,13.9459970238,28.944375,52401,511.86,
1151,5096,NORTH LIBERTY,437.5,7.41525423729,6711.18,113.748813559,52,17.2511702986,38.0155932203,52317,2040.42,
1152,5097,CEDAR RAPIDS,588.75,9.19921875,8372.02,130.8128125,57,15.8375967262,43.6925,52402,3160.02,
1153,5098,DES MOINES,556.4,5.35,9819.41,94.4174038462,77,20.8337454212,31.4968269231,50311,1360.74,
1154,5099,ANKENY,179.06,5.42606060606,2953.83,89.51,77,17.7271428571,29.9554545455,50023,1250.49,
1155,5100,DAVENPORT,740.77,8.81869047619,11772.55,140.149404762,82,18.7436323696,46.7535714286,52802,2180.76,
1156,5101,WATERLOO,651.36,6.38588235294,10142.1,99.4323529412,7,18.5357959851,33.198627451,50701,1701.47,
1157,5102,MOUNT VERNON,12155.95,18.4181060606,184330.16,279.288121212,57,20.7171028139,93.1888484848,52314,27695.76,
1158,9001,SWISHER,639.0,27.7826086957,28208.52,1226.4573913,52,40.1437681159,408.855652174,52338,2341.08,
1159,9002,LECLAIRE,1242.0,28.2272727273,37700.52,856.83,82,34.4963636364,285.774545455,52753,4865.16,
1160,9010,NORWALK,212.4,13.275,5757.96,359.8725,91,26.9641666667,120.0075,50211,3861.6,
